
 LIST ALL SELECTED NODES.   DSYS=      0

    NODE        X             Y             Z           THXY     THYZ     THZX
     3098   21459.        59.914        3.0000          0.00     0.00     0.00
     3099   21468.        60.095        3.0000          0.00     0.00     0.00
     3100   21477.        60.273        3.0000          0.00     0.00     0.00
     3101   21486.        60.448        3.0000          0.00     0.00     0.00
     3102   21495.        60.621        3.0000          0.00     0.00     0.00
     3103   21504.        60.792        3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     3104   21513.        60.960        3.0000          0.00     0.00     0.00
     3105   21522.        61.125        3.0000          0.00     0.00     0.00
     3106   21531.        61.289        3.0000          0.00     0.00     0.00
     3107   21540.        61.449        3.0000          0.00     0.00     0.00
     3108   21549.        61.608        3.0000          0.00     0.00     0.00
     3109   21558.        61.764        3.0000          0.00     0.00     0.00
     3110   21567.        61.917        3.0000          0.00     0.00     0.00
     3111   21576.        62.068        3.0000          0.00     0.00     0.00
     3112   21585.        62.216        3.0000          0.00     0.00     0.00
     3113   21594.        62.362        3.0000          0.00     0.00     0.00
     3114   21603.        62.506        3.0000          0.00     0.00     0.00
     3115   21612.        62.647        3.0000          0.00     0.00     0.00
     3116   21621.        62.786        3.0000          0.00     0.00     0.00
     3117   21630.        62.922        3.0000          0.00     0.00     0.00
     3118   21639.        63.056        3.0000          0.00     0.00     0.00
     3119   21648.        63.187        3.0000          0.00     0.00     0.00
     3120   21657.        63.316        3.0000          0.00     0.00     0.00
     3121   21666.        63.442        3.0000          0.00     0.00     0.00
     3122   21675.        63.566        3.0000          0.00     0.00     0.00
     3123   21684.        63.688        3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     3124   21693.        63.807        3.0000          0.00     0.00     0.00
     3125   21702.        63.923        3.0000          0.00     0.00     0.00
     3126   21711.        64.037        3.0000          0.00     0.00     0.00
     3127   21720.        64.149        3.0000          0.00     0.00     0.00
     3128   21729.        64.258        3.0000          0.00     0.00     0.00
     3129   21738.        64.365        3.0000          0.00     0.00     0.00
     3130   21747.        64.469        3.0000          0.00     0.00     0.00
     3131   21756.        64.571        3.0000          0.00     0.00     0.00
     3132   21765.        64.670        3.0000          0.00     0.00     0.00
     3133   21774.        64.767        3.0000          0.00     0.00     0.00
     3134   21783.        64.862        3.0000          0.00     0.00     0.00
     3135   21792.        64.954        3.0000          0.00     0.00     0.00
     3136   21801.        65.043        3.0000          0.00     0.00     0.00
     3137   21810.        65.130        3.0000          0.00     0.00     0.00
     3138   21819.        65.215        3.0000          0.00     0.00     0.00
     3139   21828.        65.297        3.0000          0.00     0.00     0.00
     3140   21837.        65.377        3.0000          0.00     0.00     0.00
     3141   21846.        65.454        3.0000          0.00     0.00     0.00
     3142   21855.        65.529        3.0000          0.00     0.00     0.00
     3143   21864.        65.602        3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     3144   21873.        65.672        3.0000          0.00     0.00     0.00
     3145   21882.        65.739        3.0000          0.00     0.00     0.00
     3146   21891.        65.804        3.0000          0.00     0.00     0.00
     3147   21900.        65.867        3.0000          0.00     0.00     0.00
     3148   21909.        65.927        3.0000          0.00     0.00     0.00
     3149   21918.        65.984        3.0000          0.00     0.00     0.00
     3150   21927.        66.040        3.0000          0.00     0.00     0.00
     3151   21936.        66.092        3.0000          0.00     0.00     0.00
     3152   21945.        66.143        3.0000          0.00     0.00     0.00
     3153   21954.        66.190        3.0000          0.00     0.00     0.00
     3154   21963.        66.236        3.0000          0.00     0.00     0.00
     3155   21972.        66.279        3.0000          0.00     0.00     0.00
     3156   21981.        66.319        3.0000          0.00     0.00     0.00
     3157   21990.        66.357        3.0000          0.00     0.00     0.00
     3158   21999.        66.393        3.0000          0.00     0.00     0.00
     3159   22008.        66.426        3.0000          0.00     0.00     0.00
     3160   22017.        66.457        3.0000          0.00     0.00     0.00
     3161   22026.        66.485        3.0000          0.00     0.00     0.00
     3162   22035.        66.511        3.0000          0.00     0.00     0.00
     3163   22044.        66.534        3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     3164   22053.        66.555        3.0000          0.00     0.00     0.00
     3165   22062.        66.573        3.0000          0.00     0.00     0.00
     3166   22071.        66.589        3.0000          0.00     0.00     0.00
     3167   22080.        66.603        3.0000          0.00     0.00     0.00
     3168   22089.        66.614        3.0000          0.00     0.00     0.00
     3169   22098.        66.622        3.0000          0.00     0.00     0.00
     3170   22107.        66.628        3.0000          0.00     0.00     0.00
     3171   22116.        66.632        3.0000          0.00     0.00     0.00
     3172   22125.        66.633        3.0000          0.00     0.00     0.00
     3173   22134.        66.632        3.0000          0.00     0.00     0.00
     3174   22143.        66.628        3.0000          0.00     0.00     0.00
     3175   22152.        66.622        3.0000          0.00     0.00     0.00
     3176   22161.        66.614        3.0000          0.00     0.00     0.00
     3177   22170.        66.603        3.0000          0.00     0.00     0.00
     3178   22179.        66.589        3.0000          0.00     0.00     0.00
     3179   22188.        66.573        3.0000          0.00     0.00     0.00
     3180   22197.        66.555        3.0000          0.00     0.00     0.00
     3181   22206.        66.534        3.0000          0.00     0.00     0.00
     3182   22215.        66.511        3.0000          0.00     0.00     0.00
     3183   22224.        66.485        3.0000          0.00     0.00     0.00

    NODE        X             Y             Z           THXY     THYZ     THZX
     3184   22233.        66.457        3.0000          0.00     0.00     0.00
     3185   22242.        66.426        3.0000          0.00     0.00     0.00
     3186   22251.        66.393        3.0000          0.00     0.00     0.00
     3187   22260.        66.357        3.0000          0.00     0.00     0.00
     3188   22269.        66.319        3.0000          0.00     0.00     0.00
     3189   22278.        66.279        3.0000          0.00     0.00     0.00
